cpv_code,name,description
37411000,Zimska oprema,Winter equipments
39142000,Baštenski nameštaj,Garden furniture
37453600,Prepone za trke,Hurdles
38432210,Gasni hromatografi,Gas chromatographs
80412000,Usluge škola letenja,Flying-school services
31681500,Punjači,Rechargers
39525000,Razni gotovi tekstilni proizvodi,Miscellaneous manufactured textile articles
35113100,Oprema za obezbeđenje lokacije,Site-safety equipment
73420000,Preliminarna studija izvodljivosti i tehnološka prezentacija,Pre-feasibility study and technological demonstration
16141000,Rasturači veštačkog đubriva,Fertiliser distributors
72221000,Usluge savetovanja u oblasti poslovnih analiza,Business analysis consultancy services
41000000,Prikupljena i prečišćena voda,Collected and purified water
45222100,Radovi na izgradnji postrojenja za obradu otpada,Waste-treatment plant construction work
71351610,Meteorološke usluge,Meteorology services
45432114,Postavljanje drvenih podova,Wood flooring work
31711310,Sistem za evidenciju prisutnosti,System for recording attendance
66100000,Bankarske i investicione usluge,Banking and investment services
34142300,Samoistovarni kamioni -damperi,Dumper trucks
35711000,"Sistemi za komandu, upravljanje i komunikaciju","Command, control, communication systems"
22993200,Termoosetljiva hartija ili karton,Heat-sensitive paper or paperboard
45213242,Radovi na izgradnji štala za krave,Cowsheds construction work
38434400,Analizatori vibracija,Vibration analysers
33141810,Materijali za zubarska punila,Dental filling materials
51510000,Usluge instaliranja uređaja i opreme opšte namene,Installation services of general-purpose machinery and equipment
50334140,Usluge popravke i održavanja telefonskih aparata,Repair and maintenance services of telephone sets
42122161,Pumpe za rashladnu vodu,Cooling-water pumps
03416000,Drvni otpad,Wood waste
42141500,Uključno-isključne spojnice,Clutches
42131141,Redukcijski ventili,Pressure-reducing valves
32235000,Sistem zatvorene televizije za nadzor,Closed-circuit surveillance system
44511300,"Krampovi, pijuci, motike, grabulje i grabulje za čišćenje plaža","Mattocks, picks, hoes, rakes and beach rakes"
44171000,Ploče (građevinarstvo),Plates (construction)
77314100,Usluge zatravljivanja,Grassing services
14611000,Rude gvožđa,Iron ores
39225700,"Boce, tegle i flašice","Bottles, jars and phials"
38710000,Uređaji za beleženje vremena,Time registers
44812220,Vodene boje,Water paints
42991210,Mašine za ofset štampu,Offset printing machinery
79921000,Usluge pakovanja,Packaging services
33113000,Oprema koja radi na principu magnetne rezonance,Magnetic resonance imaging equipment
32427000,Mrežni sistem,Network system
45421145,Postavljanje roletni,Installation work of roller blinds
18939000,Ručne torbe,Handbags
44613600,Kontejneri na točkovima,Wheeled containers
34324100,Oprema za balansiranje točkova,Wheel-balancing equipment
72212461,Usluge izrade analitičkog ili naučnog softvera,Analytical or scientific software development services
38293000,Seizmička oprema,Seismic equipment
42999200,"Mašine za glačanje podova, izuzev za domaćinstvo",Non-domestic floor polishers
90742400,Usluge savetovanja u vezi sa zagađenjem bukom,Noise pollution advisory services
50221300,Usluge popravke i održavanja osovinskih sklopova lokomotiva,Repair and maintenance services of locomotive wheelsets
50111110,Usluge podrške voznom parku,Vehicle-fleet-support services
44512300,Čekići,Hammers
30199230,Koverte,Envelopes
32530000,Oprema u vezi sa satelitskom komunikacijom,Satellite-related communications equipment
44113800,Materijali za asfaltiranje puteva,Road-surfacing materials
44421790,Prenosive sigurnosne kasete za novac,Cash boxes
48321100,Sistem za projektovanje pomoću računara (CAD),Computer-aided design (CAD) system
45316211,Instalacija osvetljenih saobraćajnih znakova,Installation of illuminated road signs
45213321,Radovi na izgradnji železničkih stanica,Railway station construction work
71311240,Tehničke usluge u vezi sa aerodromom,Airport engineering services
14212100,Obluci i šljunak,Pebbles and gravel
79715000,Usluge patrolnih službi,Patrol services
92331100,Usluge sajmova,Fair services
48731000,Programski paket za sigurnost datoteka,File security software package
39522130,Tende,Sunblinds
50620000,Usluge popravke i održavanja vatrenog oružja i municije,Repair and maintenance services of firearms and ammunition
31523100,Reklamna neonska svetla,Advertising neon lights
51900000,Usluge instaliranja sistema vođenja i upravljanja,Installation services of guidance and control systems
45251000,Radovi na izgradnji elektrana i toplana,Construction works for power plants and heating plants
72514200,Usluge upravljanja sredstvima za razvoj računarskih sistema,Facilities management services for computer systems development
43120000,"Mašine za rezanje uglja ili stena, za probijanje tunela i za bušenje ili kopanje vertikalnih rovova","Coal or rock cutters and tunnelling machinery, and boring or sinking machinery"
79132100,Usluge overavanja elektronskog potpisa,Electronic signature certification services
39821000,Sredstva za čišćenje sa amonijakom,Ammonia cleaners
24952100,Stomatološki vosak,Dental wax
14450000,So u salamuri,Salt in brine
72222000,Usluge strateške revizije i planiranja informacionih sistema ili tehnologija,Information systems or technology strategic review and planning services
45212140,Objekti za rekreaciju,Recreation installation
65210000,Distribucija gasa,Gas distribution
03417100,Piljevina,Sawdust
44212225,Stubovi,Poles
90513400,Usluge odlaganja pepela,Ash disposal services
33711000,Parfemi i toaletni proizvodi,Perfumes and toiletries
98130000,Razne usluge članskih organizacija,Miscellaneous membership organisations services
45442110,Farbarski radovi na zgradama,Painting work of buildings
72212650,Usluge izrade softvera za operativni sistem personalnog računara (PC),Personal computer (PC) operating system software development services
42963000,Presa za izradu kovanica,Coin press
79631000,Usluge u oblasti kadrova i obračuna plata,Personnel and payroll services
34113200,ATV vozila,All-terrain vehicles
30163000,Platne kartice,Charge cards
42640000,"Alatne mašine za obradu tvrdih materijala, izuzev metala",Machine tools for working hard materials except metals
30195600,Oglasne table ili pomoćni pribor,Bulletin boards or accessories
71311230,Tehničke usluge u vezi sa železnicom,Railway engineering services
38654100,Oprema za mikrofilm,Microfilm equipment
45331231,Radovi na instalaciji opreme za hlađenje,Installation work of refrigeration equipment
44212381,Obloge,Cladding
45213112,Radovi na izgradnji pojedinačnih prodavnica,Shop units construction work
45246500,Radovi na izgradnji šetališta duž obale,Promenade construction work
34946110,Šine,Rails
44423330,Platforme za rukovanje robom,Platforms for handling goods
70310000,Usluge davanja u zakup ili prodaje zgrade,Building rental or sale services
42998000,Sistem za dizanje paleta,Pallet-picking system
31531000,Svetlosne sijalice,Light bulbs
42123610,Agregat za komprimovani vazduh,Compressed-air package
64120000,Kurirske usluge,Courier services
42965110,Skladišni sistemi,Depot system
45234180,Radovi na izgradnji železničkih radionica,Construction work for railways workshop
48421000,Programski paket za upravljanje objektima,Facilities management software package
44212310,Skele,Scaffolding
42123100,Gasni kompresori,Gas compressors
33168100,Endoskopi,Endoscopes
31216200,Gromobrani,Lightning conductors
31521320,Baterijske lampe,Torches
32412120,Intranet mreža,Intranet network
30131200,Mašine za ubacivanje u koverte,Envelope-stuffing machines
48219000,Programski paket za razne vrste umrežavanja,Miscellaneous networking software package
39143120,"Nameštaj za spavaće sobe, osim kreveta i posteljine","Bedroom furniture, other than beds and beddings"
24327000,Razne organske hemikalije,Miscellaneous organic chemicals
15871100,Sirće i zamene za sirće,Vinegar and vinegar substitutes
37823800,Višeslojna hartija  i karton,Multi-ply paper and paperboard
09322000,Para,Steam
44423700,Elementi za šahte,Manhole elements
30144300,Mašine za brojanje vozila,Vehicle-counting machines
44164300,Cevasti proizvodi,Tubular goods
45215140,Radovi na izgradnji bolničkih objekata,Hospital facilities construction work
45312000,Radovi na ugradnji alarmnog sistema i antenske instalacije,Alarm system and antenna installation work
45255800,Radovi na izgradnji postrojenja za proizvodnju gasa,Gas-production plant construction work
65110000,Distribucija vode,Water distribution
31671200,Katodne cevi,Cathode-ray tubes
38425200,Viskozimetri,Viscosimeters
37441100,Traka za trčanje,Treadmills
90712200,Planiranje strategije očuvanja šuma,Forest conservation strategy planning
34946240,Šinske stolice i klinovi šinskih stolica,Chairs and chair wedges
42996700,Elektro-filteri za gas (precipitatori),Precipitators
35331500,Čaure,Cartridges
39713000,Električni kućni aparati za čišćenje; pegle,Electrical domestic appliances for cleaning; smoothing irons
31224000,Spojni i kontaktni elementi,Connections and contact elements
51142000,Usluge instaliranja dizel motora,Installation services of diesel engines
44161110,Mreže za distribuciju gasa,Gas-distribution network
45222110,Radovi na izgradnji odlagališta za otpad,Waste disposal site construction work
34921100,Vozila za čišćenje puteva,Road sweepers
34144212,Protivpožarna autocisterna,Water-tender vehicles
42923230,Kontrolne vage,Checkweigher scales
30237110,Mrežni interfejsi,Network interfaces
44212300,Konstrukcije i delovi,Structures and parts
31224600,Regulatori jačine svetla  (dimeri),Dimmers
32342420,Studijska mikserska konzola,Studio mixing console
34139100,Šasije sa kabinom,Chassis cabs
44115800,Predmeti za unutrašnje opremanje,Building internal fittings
42122170,Pumpe za podmazivanje,Lubricating pumps
38434570,Hematološki analizatori,Haematology analysers
42921300,Mašine za pakovanje ili umotavanje,Packing or wrapping machinery
79416200,Usluge savetovanja u oblasti odnosa sa javnošću,Public relations consultancy services
34999100,Generatori signala,Signal generators
85323000,Zdravstvene usluge u zajednici,Community health services
30233300,Čitači pametnih kartica,Smart card readers
03418000,"Trupci, oblice",Logs
09211820,Naftna ulja,Petroleum oils
43220000,Mašine za ravnanje (grederi),Graders and levellers
38581000,Oprema za skeniranje prtljaga,Baggage-scanning equipment
44512800,Odvijači,Screwdrivers
55510000,Usluge menze,Canteen services
18820000,Sportska obuća,Sports footwear
34941600,Skretnice,Crossovers
45213250,Radovi na izgradnji industrijskih građevina,Construction work for industrial buildings
38413000,Pirometri,Pyrometers
79132000,Usluge overavanja,Certification services
79411100,Usluge savetovanja u razvoju poslovanja,Business development consultancy services
38518000,"Mikroskopi širokog polja, stereo mikroskopi ili disekcijski svetlosni mikroskopi","Wide field, stereo or dissecting light microscopes"
45232470,Stanice za pretovar otpada,Waste transfer station
45250000,"Radovi na izgradnji postrojenja, rudarskih i proizvodnih objekata i građevina za naftnu i gasnu industriju","Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry"
45237000,Radovi na izgradnji pozornica,Stage construction works
39513100,Stolnjaci,Tablecloths
45343220,Radovi na instalaciji aparata za gašenje požara,Fire-extinguishers installation work
70311000,Usluge davanja u zakup ili prodaje stambene zgrade,Residential building rental or sale services
33111720,Uređaji za angiografiju,Angiography devices
80532000,Usluge obuke za upravljanje,Management training services
51600000,Usluge instaliranja računara i kancelarijske opreme,Installation services of computers and office equipment
33169100,Hirurški laseri,Surgical laser
18412300,Skijaška odela,Ski suits
34933000,Navigaciona oprema,Navigation equipment
33652000,Antineoplastična sredstva i imunomodulatori,Antineoplastic and immunomodulating agents
45451100,Postavljanje dekoratorskih elemenata,Ornamentation fitting work
50232110,Puštanje u rad uređaja javne rasvete,Commissioning of public lighting installations
38311000,Elektronske vage i pribor,Electronic scales and accessories
44112400,Krov,Roof
45233340,Radovi na izgradnji temelja za pešačke staze,Foundation work for footpaths
42924700,"Mehanički uređaji za izbacivanje, raspršivanje ili prskanje","Mechanical appliances for projecting, dispersing or spraying"
45214220,Radovi na izgradnji srednjih škola,Secondary school construction work
45254110,Radovi na izgradnji ulaska u rudarsko okno,Pithead construction work
45111260,Radovi na pripremi terena za miniranje,Site-preparation work for mining
72212931,Usluge izrade softvera za obuku,Training software development services
48131000,Programski paket za zemaljsku podršku avijaciji,Aviation ground support software package
38651000,Fotoaparati,Cameras
42113161,Odstranjivač vlage iz vazduha,Dehumidifiers
33141822,Zubi od akrila,Acrylic teeth
16720000,Polovni traktori,Used tractors
31321000,Elektroenergetski vodovi,Electricity power lines
45242200,Radovi na izgradnji marina,Marina construction work
45252130,Oprema za postrojenja za kanalizacione vode,Sewage plant equipment
79421100,Usluge nadzora projekata izuzev građevinskih radova,Project-supervision services other than for construction work
38582000,Oprema za rendgensku kontrolu,X-ray inspection equipment
66133000,Usluge obrade i kliringa,Processing and clearing services
42131148,Zaustavni ventili,Stop valves
48515000,Programski paket za video konferencije,Video conferencing software package
34961100,Oprema za prijem i otpremu prtljaga,Baggage-handling equipment
45213251,Radovi na izgradnji industrijskih objekata,Industrial units construction work
48823000,Serveri datoteka,File servers
44464000,Gusenice za guseničare,Caterpillar tracks
31522000,Svetiljljke za novogodišnje jelke,Christmas tree lights
48326100,Digitalno kartiranje,Digital mapping system
48781000,Programski paket za upravljanje sistemom,System management software package
51410000,Usluge instaliranja medicinske opreme,Installation services of medical equipment
34144800,Mobilne kuće,Mobile homes
18500000,"Nakit, satovi i srodni proizvodi","Jewellery, watches and related articles"
42122300,Pojačavači pritiska tečnosti,Pressure boosters for liquids
37411160,Skijaška odeća,Skiing outfits
39711000,Električni aparati za domaćinstvo za pripremu hrane,Electrical domestic appliances for use with foodstuffs
45223821,Montažne jedinice,Prefabricated units
51430000,Usluge instaliranja laboratorijske opreme,Installation services of laboratory equipment
45112712,Radovi na pejzažnom uređivanju vrtova,Landscaping work for gardens
22821000,Listići za izbore,Electoral forms
18221300,Kišne kabanice,Raincoats
51145000,Usluge instaliranja brodskih motora,Installation services of marine engines
15131600,Proizvodi od junećeg i telećeg mesa,Beef and veal products
34971000,Kamera za kontrolu brzine,Speed camera equipment
79414000,Usluge savetovanja u upravljanju kadrovima,Human resources management consultancy services
71315000,Usluge izgradnje zgrade,Building services
45232421,Objekti za preradu otpadnih voda,Sewage treatment works
39170000,Nameštaj za prodavnice,Shop furniture
45112100,Radovi na iskopu jarkova,Trench-digging work
90521000,Usluge tretmana radioaktivnog otpada,Radioactive waste treatment services
80410000,Usluge raznih škola,Various school services
39515400,Roletne,Blinds
72212310,Usluge izrade softvera za izradu dokumenta,Document creation software development services
43136000,Oprema za bušotine,Downhole equipment
32562100,Kablovi od optičkih vlakana za prenos informacija,Optical-fibre cables for information transmission
15861100,Pržena kafa,Roasted coffee
45261400,Postavljanje oplata,Sheeting work
42965000,Oprema za obradu podataka,Information-processing equipment
32550000,Telefonska oprema,Telephone equipment
34911000,"Konjske zaprege ili ručna kolica, druga vozila bez mehaničkog pogona",Horse or hand-drawn carts and other non-mechanically-propelled vehicles
79221000,Savetodavne usluge u oblasti poreza,Tax consultancy services
45252121,Instalacije za taloženje (taložnici),Sedimentation installations
30132000,Oprema za razvrstavanje,Sorting equipment
51612000,Usluge instaliranja opreme za obradu podataka,Installation services of information-processing equipment
30144200,Mašine za izdavanje karata,Ticket-issuing machines
42414200,Pokretne mosne dizalice,Overhead travelling cranes
39141400,Ugradne kuhinje,Fitted kitchens
98900000,Usluge koje pružaju ekstrateritorijalne organizacije i tela,Services provided by extra-territorial organisations and bodies
32200000,"Predajnici za radio-telefoniju, radio-telegrafiju, radio-difuziju i televiziju","Transmission apparatus for radiotelephony, radiotelegraphy, radio broadcasting and television"
31712330,Poluprovodnici,Semiconductors
42124222,Delovi dozirnih pumpi,Parts of dosing pumps
43413100,Mešalice za cement,Cement mixers
48329000,Sistem za slikanje i arhiviranje,Imaging and archiving system
33942000,Kolica za leševe,Cadaver carriers
31350000,Provodnici za prenošenje i kontrolu podataka,Electric conductors for data and control purposes
43124000,Mašine za bušenje,Boring machinery
45232411,Radovi na polaganju cevi za odvod otpadnih voda,Foul-water piping construction work
33171100,Instrumenti za anesteziju,Instruments for anaesthesia
43820000,Obućarska oprema,Shoe-making equipment
37482000,Sportske oglasne table,Sports information billboards
45212225,Radovi na izgradnji sportskih dvorana,Sports hall construction work
32240000,Televizijske kamere,Television cameras
44115100,Kanalice,Ducting
33112300,Ultrazvučni skeneri,Ultrasound scanners
44230000,Tesarski proizvodi za građevinarstvo,Builders' carpentry
79311000,Usluge anketiranja,Survey services
72212326,Usluge izrade softvera za izradu karata,Mapping software development services
45213142,Radovi na izgradnji pijaca na otvorenom,Open-air market construction work
42112000,Turbinska postrojenja,Turbine installations
71313400,Procena uticaja na životnu sredinu u građevinarstvu,Environmental impact assessment for construction
38230000,Elektromagnetni geofizički instrumenti,Electromagnetic geophysical instruments
38412000,Termometri,Thermometers
45215221,Radovi na izgradnji centara za dnevni boravak,Daycare centre construction work
85112000,Pomoćne usluge u bolnicama,Hospital support services
45232100,Pomoćni radovi za cevovode za vodu,Ancillary works for water pipelines
32413000,Integrisana mreža,Integrated network
45120000,Radovi na probnom bušenju i sondiranju,Test drilling and boring work
42110000,Turbine i motori,Turbines and motors
44112500,Materijali za pokrivanje krovova,Roofing materials
45214640,Radovi na izgradnji meteoroloških stanica,Meteorological stations construction work
32531000,Satelitska komunikaciona oprema,Satellite communications equipment
31530000,Delovi lampi i svetleće opreme,Parts of lamps and lighting equipment
85111200,Usluge medicinske nege u bolnicama,Medical hospital services
34970000,Oprema za kontrolu saobraćaja,Traffic-monitoring equipment
72212732,Usluge izrade softvera za zaštitu podataka,Data security software development services
45261310,Radovi na opšivanju krova,Flashing work
39132000,Sistemi za arhiviranje spisa,Filing systems
44512200,Klešta,Pliers
30213500,Džepni računari,Pocket computers
71355100,Fotogrametrijske usluge,Photogrammetry services
72244000,Usluge izrade prototipa,Prototyping services
45233291,Postavljanje saobraćajnih stubova,Installation of bollards
15200000,Pripremljena i konzervisana riba,Prepared and preserved fish
33158000,"Elektroterapija, elektromagnetna terapija i mehanoterapija","Electrical, electromagnetic and mechanical treatment"
45215200,Radovi na izgradnji zgrada za socijalne službe,Construction work for social services buildings
92521100,Usluge muzejskih izložbi,Museum-exhibition services
45233100,Radovi na izgradnji autoputeva i puteva,"Construction work for highways, roads"
45233122,Radovi na izgradnji zaobilaznica,Ring road construction work
31612200,Elektropokretači,Starter motors
03414000,Sirovo drvo,Rough wood
30236200,Oprema za obradu podataka,Data-processing equipment
30199792,Kalendari,Calendars
92510000,Usluge biblioteke i arhiva,Library and archive services
45215130,Radovi na izgradnji klinika,Clinic construction work
42122419,Perfuzione pumpe,Perfusion pumps
32441000,Telemetrijska oprema,Telemetry equipment
34152000,Simulatori za obuku,Training simulators
24611000,Pogonska goriva u prahu,Propellant powders
15821100,Proizvodi od hleba za tost,Toasted bread products
72120000,Savetodavne usluge u vezi sa oporavkom hardvera posle kvara,Hardware disaster-recovery consultancy services
85312330,Usluge planiranja porodice,Family-planning services
33162100,Uređaji za operacione sale,Operating-theatre devices
34965000,Oprema za merenje udaljenosti (DME),Distance Measuring Equipment (DME)
72513000,Usluge automatizacije kancelarijskog poslovanja,Office automation services
92112000,Usluge u vezi sa produkcijom filma i video snimaka,Services in connection with motion-picture and video-tape production
34328200,Oprema za konverziju vozila,Vehicle conversion kits
72212430,Usluge izrade softvera za vođenje inventara,Inventory management software development services
31213300,Razvodni ormar za kablove,Cable distribution cabinet
18933000,Torbe za poštanska pisma ili pakete,Mail or parcel bags
39516110,Ukrasni jastuci,Cushions
71313440,Usluge procene uticaja na životnu sredinu u građevinarstvu (EIA),Environmental Impact Assessment (EIA) services for construction
31681200,Električne pumpe,Electric pumps
42715000,Mašine za šivenje,Sewing machines
34927000,Oprema za naplatu putarine,Toll equipment
44523100,Šarke,Hinges
15820000,Dvopek i biskviti; trajno pecivo i kolači,Rusks and biscuits; preserved pastry goods and cakes
32360000,Oprema za interfon,Intercom equipment
44423220,Merdevine na rasklapanje,Folding steps
98133000,Usluge društvenih članskih organizacija,Services furnished by social membership organisations
39144000,Nameštaj za kupatila,Bathroom furniture
72212482,Usluge izrade softvera za poslovne informacije,Business intelligence software development services
45255110,Građevinski radovi na bušotinama,Wells construction work
48783000,Programski paket za upravljanje sadržajem,Content management software package
42165000,Kondenzatori pare,Steam condensers
42113172,Lopatice,Blades
63712500,Usluge mosne vage,Weighbridge services
45232424,Radovi na izgradnji ispusta za otpadne vode,Sewage outfall construction work
44163111,Odvodne cevi,Drain pipes
33197000,Računarska oprema za medicinu,Medical computer equipment
66514150,Usluge osiguranja plovila,Vessel insurance services
72212500,Usluge izrade komunikacionog i multimedijalnog softvera,Communication and multimedia software development services
31224400,Priključni kablovi,Connection cables
31527300,Rasveta u domaćinstvu,Domestic lights
71318100,Tehničke usluge u vezi sa veštačkim i prirodnim osvetljenjem u zgradi,Artificial and natural lighting engineering services for buildings
77231500,Usluge praćenja ili ocenjivanja šuma,Forest monitoring or evaluation services
71317000,Savetodavne usluge u vezi sa zaštitom od opasnosti i kontrolom opasnosti,Hazard protection and control consultancy services
16130000,"Mašine za sejanje, sađenje ili presađivanje","Seeders, planters or transplanters"
79552000,Usluge obrade teksta,Word-processing services
38434520,Aparati za analizu krvi,Blood analysers
34512000,Brodovi i slična plovila za prevoz ljudi ili robe,Ships and similar vessels for the transport of persons or goods
09211700,Bela ulja i tečni parafin,White oils and liquid paraffin
60630000,Usluge broda za polaganje kablova,Cable-laying ship services
80533100,Usluge obuke za rad na računaru,Computer training services
32342400,Akustični uređaji,Acoustic devices
79822300,Usluge slaganja tipografskih slova,Typesetting services
30233310,Čitači otisaka prstiju,Fingerprint readers
33922000,Vreće za transport leševa,Cadaver transport bags
31711120,Pretvarači (transduktori),Transducers
42641300,Alatne mašine za obradu betona,Machine tools for working concrete
37311000,Instrumenti sa klavijaturom,Keyboard instruments
31151000,Statički pretvarači,Static converters
42717000,Oprema za peglanje i slaganje rublja,Linen ironing and folding equipment
44112210,Čvrste podne obloge,Solid flooring
45121000,Radovi na probnom bušenju,Test drilling work
33196200,Uređaji za invalide,Devices for the disabled
72313000,Usluge preuzimanja podataka,Data capture services
45262311,Grubi betonski radovi,Concrete carcassing work
42642000,"Alatne mašine za obradu drveta, kostiju, plute, tvrde gume ili tvrde plastične mase","Machine tools for working wood, bone, cork, hard rubber or hard plastics"
44313100,Ograda od žičane rešetke,Wire-mesh fencing
71313200,Savetodavne usluge u oblasti zvučne izolacije i prostorne akustike,Sound insulation and room acoustics consultancy services
65200000,Distribucija gasa i povezane usluge,Gas distribution and related services
45422100,Radovi u drvetu,Woodwork
48326000,Programski paket za izradu karata,Mapping software package
65130000,Upravljanje vodosnabdevanjem,Operation of water supplies
32422000,Mrežne komponente,Network components
48825000,Internet serveri,Web servers
43312000,Mašine za izradu kolovoza,Road-surfacing machinery
98393000,Krojačke usluge,Tailoring services
50241000,Usluge popravke i održavanja brodova,Repair and maintenance services of ships
50511200,Usluge popravke i održavanja gasnih pumpi,Repair and maintenance services of gas pumps
19710000,Sintetička guma,Synthetic rubber
16120000,"Drljače, aeratori, kultivatori, plevilice i kopačice","Harrows, scarifiers, cultivators, weeders or hoes"
31321300,Visokonaponski kablovi,High-voltage cable
45216121,Radovi na izgradnji vatrogasnih stanica,Fire station construction work
44512930,Nosači za alat,Tool carriers
33193210,Delovi i oprema za kolica za invalide,Parts and accessories for invalid carriages
80620000,Obuka i simulacija u vezi sa vatrenim oružjem i municijom,Training and simulation in firearms and ammunition
45214000,Radovi na izgradnji zgrada u funkciji obrazovanja i istraživanja,Construction work for buildings relating to education and research
31518600,Reflektori (searchlight),Searchlights
38436730,Komore za neprekidan protok za ultrazvučne razbijače,Continuous-flow chambers for ultrasound disintegrators
76211100,Usluge oblaganja,Lining services
33193000,"Kolica, stolice i prateći uređaji, za invalide","Invalid carriages, wheelchairs and associated devices"
45213000,"Radovi na izgradnji poslovnih zgrada, skladišta i industrijskih građevina, građevina povezanih sa prevozom","Construction work for commercial buildings, warehouses and industrial buildings, buildings relating to transport"
38434500,Aparati za biohemijske analize,Biochemical analysers
45232130,Radovi na izgradnji cevovoda za kišnicu,Storm-water piping construction work
39298800,Akvarijumi,Aquariums
72226000,Savetodavne usluge ispitivanja prihvatljivosti kod preuzimanja sistemskog softvera,System software acceptance testing consultancy services
39173000,Jedinice za skladištenje,Storage units
42123300,Kompresori za rashladnu opremu,Compressors for refrigerating equipment
32552420,Frekvencijski konverter,Frequency converter
03117000,Biljke koje se koriste za posebne namene,Plants used in specific fields
32351100,Oprema za video montažu,Video-editing equipment
18936000,Torbe od tekstila,Textile bags
32543000,Telefonske komutacione centrale,Telephone switchboards
45212322,Radovi na izgradnji pozorišta,Theatre construction work
03418100,Tvrdo drvo,Hardwood
42641000,"Alatne mašine za obradu kamena, keramike, betona ili stakla","Machine tools for working stone, ceramics, concrete or glass"
24313126,Bakar sulfat,Copper sulphate
43310000,Mašine za niskogradnju,Civil engineering machinery
19435000,Konac za šivenje i predivo od prirodnih vlakana,Sewing thread and yarn of natural fibres
44615100,Čelične posude pod pritiskom,Steel pressure vessels
75242100,Usluge u oblasti javnog reda,Public-order services
42967100,Digitalna jedinica za daljinsko upravljanje,Digital remote-control unit
45231210,Radovi na izgradnji naftovoda,Construction work for oil pipelines
39222200,Poslužavnici za hranu,Food trays
39221120,Šolje i čaše,Cups and glasses
34722100,Baloni,Balloons
48790000,Programski paket za proveru verzije,Version checker software package
44550000,Opruge,Springs
34711300,Vazduhoplovi sa posadom,Piloted aircraft
80490000,Upravljanje obrazovnim centrom,Operation of an educational centre
79910000,Usluge upravljanja imovinom,Management holdings services
42418940,Oprema za rukovanje kontejnerima,Container-handling equipment
79992000,Usluge recepcije,Reception services
71315200,Savetodavne usluge u vezi sa izgradnjom,Building consultancy services
30192153,Štambilj,Phrase stamps
45213313,Radovi na izgradnji objekata sa uslužnim sadržajima,Service-area building construction work
30232120,Matrični štampači,Dot-matrix printers
42124220,Delovi pumpi za potiskivanje sa naizmeničnim kretanjem,Parts of reciprocating positive-displacement pumps
15851000,Proizvodi od brašna,Farinaceous products
32580000,Oprema za obradu podataka,Data equipment
34515100,Marker bove (plutače),Marker buoys
45232121,Radovi na izgradnji cevovoda za navodnjavanje,Irrigation piping construction work
30193200,Držači za pribor ili organizatori za radni sto,Desktop trays or organisers
45236114,Radovi na površinskom sloju za trim staze,Flatwork for running tracks
44112600,Zvučna izolacija,Sound insulation
15411200,Ulje za kuvanje,Cooking oil
48219200,Programski paket za CD server,Compact disk (CD) server software package
44481100,Vatrogasne lestve,Fire ladders
45232332,Pomoćni radovi za telekomunikacije,Ancillary works for telecommunications
42415000,"Viljuškari, radna vozila, vučna vozila na peronima železničkih stanica","Forklift trucks, works trucks, railway-station platforms tractors"
15850000,Testenine,Pasta products
15421000,Rafinisana ulja,Refined oils
39522000,"Cerade, jedra za čamce, daske za jedrenje ili suvozemna vozila, platnene nadstrešnice, tende, šatori i oprema za kampovanje","Tarpaulins, sails for boats, sailboards or land craft, awnings, sunblinds, tents and camping goods"
30142200,Registar kase,Cash registers
34943000,Sistem za praćenje kretanja vozova,Train-monitoring system
75125000,Administrativne usluge u turističkom poslovanju,Administrative services related to tourism affairs
33641420,Hemijska sredstva za kontracepciju,Chemical contraceptives
79962000,Usluge razvijanja fotografskih filmova,Photograph processing services
42633000,"Uređaji za savijanje, preklapanje, ravnanje ili poravnavanje","Bending, folding, straightening or flattening machines"
30193000,Planeri i pribor,Organisers and accessories
33141240,Pribor za katetere,Catheter accessories
30121000,Oprema za fotokopiranje i termičko kopiranje,Photocopying and thermocopying equipment
38433210,Spektrometri emisija,Emission spectrometer
18937000,Vreće za pakovanje robe,Goods-packing sacks
71315300,Usluge premera zgrada,Building surveying services
34621000,Železnička vozila za održavanje ili servisiranje i železnički teretni vagoni,"Railway maintenance or service vehicles, and railway freight wagons"
03117120,Biljke koje se koriste u farmaceutskoj industriji,Plants used in pharmacy
42113200,Delovi hidrauličnih turbina,Parts of hydraulic turbines
44522200,Ključevi,Keys
66150000,Usluge upravljanja finansijskim tržištima,Financial markets administration services
72246000,Savetodavne usluge o sistemima,Systems consultancy services
42961400,Dispečerski sistem,Dispatch system
18931000,Putne torbe,Travel bags
63721300,Usluge upravljanja vodenim putevima,Waterway operation services
34142000,Dizalični i samoistovarni kamioni - damperi,Crane and dumper trucks
33631200,Emolijensi i zaštitna sredstva,Emollients and protectives
64114000,Poštanske šalterske usluge,Post office counter services
48442000,Programski paket za finansijske sisteme,Financial systems software package
45111210,Radovi na miniranju i uklanjanju stena,Blasting and associated rock-removal work
43135000,Podvodna oprema,Subsea equipment
24312210,Natrijum hlorit,Sodium chlorite
33157500,Hiperbarične komore,Hyperbaric chambers
42931140,Rotaciona oprema za centrifuge,Rotary equipment for centrifuges
31682220,Miksete,Mixing panels
45245000,Radovi na iskopu i pumpanju za instalaciju pogona za obradu vode,Dredging and pumping works for water treatment plant installations
44161100,Gasovodi,Gas pipelines
